,id,y
1873,12873,4
1874,12874,2
1875,12875,4
1876,12876,3
1877,12877,1
1878,12878,1
1879,12879,2
1880,12880,0
1881,12881,4
1882,12882,4
1883,12883,1
1884,12884,2
1885,12885,2
1886,12886,2
1887,12887,3
1888,12888,6
1889,12889,3
1890,12890,3
1891,12891,3
1892,12892,1
1893,12893,4
1894,12894,2
1895,12895,4
1896,12896,0
1897,12897,2
1898,12898,1
1899,12899,1
1900,12900,4
1901,12901,0
1902,12902,0
1903,12903,0
1904,12904,4
1905,12905,6
1906,12906,3
1907,12907,3
1908,12908,4
1909,12909,1
1910,12910,1
1911,12911,4
1912,12912,3
1913,12913,1
1914,12914,3
1915,12915,4
1916,12916,6
1917,12917,3
1918,12918,4
1919,12919,4
1920,12920,4
1921,12921,4
1922,12922,4
1923,12923,4
1924,12924,5
1925,12925,1
1926,12926,4
1927,12927,4
1928,12928,4
1929,12929,1
1930,12930,1
1931,12931,4
1932,12932,3
1933,12933,4
1934,12934,4
1935,12935,4
1936,12936,3
1937,12937,1
1938,12938,2
1939,12939,4
1940,12940,1
1941,12941,3
1942,12942,0
1943,12943,0
1944,12944,6
1945,12945,6
1946,12946,1
1947,12947,4
1948,12948,0
1949,12949,1
1950,12950,3
1951,12951,3
1952,12952,3
1953,12953,4
1954,12954,1
1955,12955,4
1956,12956,1
1957,12957,3
1958,12958,1
1959,12959,0
1960,12960,0
1961,12961,2
1962,12962,1
1963,12963,4
1964,12964,3
1965,12965,3
1966,12966,3
1967,12967,4
1968,12968,4
1969,12969,4
1970,12970,4
1971,12971,4
1972,12972,1
1973,12973,1
1974,12974,2
1975,12975,3
1976,12976,1
1977,12977,3
1978,12978,4
1979,12979,4
1980,12980,0
1981,12981,0
1982,12982,6
1983,12983,0
1984,12984,0
1985,12985,6
1986,12986,4
1987,12987,6
1988,12988,3
1989,12989,4
1990,12990,3
1991,12991,3
1992,12992,2
1993,12993,4
1994,12994,1
1995,12995,4
1996,12996,1
1997,12997,4
1998,12998,1
1999,12999,1
2000,13000,5
2001,13001,0
2002,13002,1
2003,13003,3
2004,13004,6
2005,13005,3
2006,13006,4
2007,13007,4
2008,13008,4
2009,13009,1
2010,13010,1
2011,13011,6
2012,13012,0
2013,13013,3
2014,13014,2
2015,13015,3
2016,13016,6
2017,13017,0
2018,13018,4
2019,13019,4
2020,13020,2
2021,13021,1
2022,13022,3
2023,13023,0
2024,13024,3
2025,13025,1
2026,13026,3
2027,13027,3
2028,13028,0
2029,13029,0
2030,13030,0
2031,13031,0
2032,13032,4
2033,13033,1
2034,13034,4
2035,13035,2
2036,13036,3
2037,13037,4
2038,13038,4
2039,13039,4
2040,13040,2
2041,13041,0
2042,13042,1
2043,13043,1
2044,13044,4
2045,13045,1
2046,13046,3
2047,13047,3
2048,13048,4
2049,13049,3
2050,13050,3
2051,13051,0
2052,13052,1
2053,13053,3
2054,13054,4
2055,13055,4
2056,13056,4
2057,13057,4
2058,13058,3
2059,13059,4
2060,13060,2
2061,13061,0
2062,13062,3
2063,13063,3
2064,13064,3
2065,13065,1
2066,13066,4
2067,13067,4
2068,13068,4
2069,13069,3
2070,13070,4
2071,13071,0
2072,13072,3
2073,13073,4
2074,13074,4
2075,13075,2
2076,13076,6
2077,13077,6
2078,13078,3
2079,13079,4
2080,13080,3
2081,13081,3
2082,13082,3
2083,13083,4
2084,13084,4
2085,13085,1
2086,13086,4
2087,13087,4
2088,13088,5
2089,13089,5
2090,13090,4
2091,13091,1
2092,13092,4
2093,13093,0
2094,13094,1
2095,13095,4
2096,13096,4
2097,13097,4
2098,13098,5
2099,13099,6
2100,13100,6
2101,13101,3
2102,13102,6
2103,13103,2
2104,13104,3
2105,13105,4
2106,13106,4
2107,13107,3
2108,13108,1
2109,13109,0
2110,13110,4
2111,13111,1
2112,13112,3
2113,13113,0
2114,13114,3
2115,13115,1
2116,13116,2
2117,13117,1
2118,13118,3
2119,13119,3
2120,13120,4
2121,13121,3
2122,13122,4
2123,13123,4
2124,13124,3
2125,13125,4
2126,13126,3
2127,13127,6
2128,13128,4
2129,13129,3
2130,13130,3
2131,13131,0
2132,13132,4
2133,13133,0
2134,13134,3
2135,13135,0
2136,13136,6
2137,13137,3
2138,13138,3
2139,13139,2
2140,13140,2
2141,13141,1
2142,13142,4
2143,13143,4
2144,13144,1
2145,13145,1
2146,13146,3
2147,13147,4
2148,13148,3
2149,13149,0
2150,13150,4
2151,13151,1
2152,13152,1
2153,13153,4
2154,13154,3
2155,13155,6
2156,13156,0
2157,13157,6
2158,13158,6
2159,13159,3
2160,13160,6
2161,13161,6
2162,13162,2
2163,13163,1
2164,13164,3
2165,13165,4
2166,13166,1
2167,13167,3
2168,13168,6
2169,13169,0
2170,13170,6
2171,13171,3
2172,13172,6
2173,13173,6
2174,13174,4
2175,13175,6
2176,13176,6
2177,13177,6
2178,13178,4
2179,13179,4
2180,13180,3
2181,13181,1
2182,13182,6
2183,13183,3
2184,13184,0
2185,13185,3
2186,13186,4
2187,13187,4
2188,13188,0
2189,13189,2
2190,13190,4
2191,13191,1
2192,13192,2
2193,13193,1
2194,13194,6
2195,13195,4
2196,13196,4
2197,13197,4
2198,13198,1
2199,13199,3
2200,13200,2
2201,13201,2
2202,13202,4
2203,13203,1
2204,13204,4
2205,13205,2
2206,13206,2
2207,13207,4
2208,13208,4
2209,13209,3
2210,13210,2
2211,13211,0
2212,13212,5
2213,13213,4
2214,13214,3
2215,13215,4
2216,13216,1
2217,13217,1
2218,13218,3
2219,13219,6
2220,13220,3
2221,13221,1
2222,13222,3
2223,13223,5
2224,13224,1
2225,13225,6
2226,13226,4
2227,13227,0
2228,13228,4
2229,13229,4
2230,13230,3
2231,13231,6
2232,13232,1
2233,13233,2
2234,13234,0
2235,13235,4
2236,13236,4
2237,13237,6
2238,13238,4
2239,13239,4
2240,13240,4
2241,13241,0
2242,13242,6
2243,13243,6
2244,13244,6
2245,13245,6
2246,13246,0
2247,13247,0
2248,13248,2
2249,13249,4
2250,13250,4
2251,13251,3
2252,13252,0
2253,13253,0
2254,13254,1
2255,13255,4
2256,13256,4
2257,13257,1
2258,13258,1
2259,13259,4
2260,13260,0
2261,13261,0
2262,13262,1
2263,13263,2
2264,13264,0
2265,13265,3
2266,13266,0
2267,13267,1
2268,13268,5
2269,13269,4
2270,13270,4
2271,13271,3
2272,13272,2
2273,13273,5
2274,13274,3
2275,13275,4
2276,13276,4
2277,13277,1
2278,13278,1
2279,13279,0
2280,13280,3
2281,13281,6
2282,13282,3
2283,13283,4
2284,13284,1
2285,13285,3
2286,13286,4
2287,13287,4
2288,13288,4
2289,13289,3
2290,13290,1
2291,13291,6
2292,13292,5
2293,13293,0
2294,13294,4
2295,13295,0
2296,13296,0
2297,13297,6
2298,13298,1
2299,13299,4
2300,13300,4
2301,13301,3
2302,13302,1
2303,13303,3
2304,13304,6
2305,13305,4
2306,13306,1
2307,13307,3
2308,13308,6
2309,13309,0
2310,13310,0
2311,13311,0
2312,13312,0
2313,13313,5
2314,13314,4
2315,13315,0
2316,13316,1
2317,13317,5
2318,13318,6
2319,13319,5
2320,13320,0
2321,13321,4
2322,13322,4
2323,13323,6
2324,13324,6
2325,13325,6
2326,13326,0
2327,13327,4
2328,13328,1
2329,13329,3
2330,13330,0
2331,13331,4
2332,13332,6
2333,13333,2
2334,13334,3
2335,13335,0
2336,13336,6
2337,13337,0
2338,13338,3
2339,13339,0
2340,13340,4
2341,13341,4
2342,13342,4
2343,13343,3
2344,13344,1
2345,13345,4
2346,13346,1
2347,13347,0
2348,13348,2
2349,13349,3
2350,13350,2
2351,13351,1
2352,13352,6
2353,13353,3
2354,13354,0
2355,13355,1
2356,13356,4
2357,13357,1
2358,13358,4
2359,13359,4
2360,13360,5
2361,13361,0
2362,13362,2
2363,13363,0
2364,13364,5
2365,13365,1
2366,13366,2
2367,13367,2
2368,13368,2
2369,13369,6
2370,13370,5
2371,13371,3
2372,13372,2
2373,13373,0
2374,13374,2
2375,13375,2
2376,13376,1
2377,13377,1
2378,13378,2
2379,13379,6
2380,13380,6
2381,13381,6
2382,13382,3
2383,13383,5
2384,13384,2
2385,13385,0
2386,13386,6
2387,13387,1
2388,13388,1
2389,13389,4
2390,13390,3
2391,13391,1
2392,13392,4
2393,13393,4
2394,13394,0
2395,13395,6
2396,13396,4
2397,13397,0
2398,13398,2
2399,13399,4
2400,13400,0
2401,13401,0
2402,13402,4
2403,13403,1
2404,13404,0
2405,13405,3
2406,13406,4
2407,13407,4
2408,13408,4
2409,13409,2
2410,13410,1
2411,13411,3
2412,13412,1
2413,13413,0
2414,13414,2
2415,13415,2
2416,13416,1
2417,13417,2
2418,13418,4
2419,13419,4
2420,13420,6
2421,13421,4
2422,13422,5
2423,13423,0
2424,13424,3
2425,13425,4
2426,13426,0
2427,13427,2
2428,13428,4
2429,13429,4
2430,13430,2
2431,13431,4
2432,13432,2
2433,13433,0
2434,13434,6
2435,13435,2
2436,13436,4
2437,13437,4
2438,13438,0
2439,13439,0
2440,13440,5
2441,13441,4
2442,13442,1
2443,13443,0
2444,13444,4
2445,13445,6
2446,13446,4
2447,13447,3
2448,13448,1
2449,13449,4
2450,13450,6
2451,13451,5
2452,13452,5
2453,13453,0
2454,13454,5
2455,13455,6
2456,13456,2
2457,13457,4
2458,13458,4
2459,13459,4
2460,13460,4
2461,13461,6
2462,13462,6
2463,13463,1
2464,13464,2
2465,13465,4
2466,13466,5
2467,13467,5
2468,13468,0
2469,13469,0
2470,13470,2
2471,13471,2
2472,13472,6
2473,13473,5
2474,13474,0
2475,13475,0
2476,13476,5
2477,13477,0
2478,13478,0
2479,13479,0
2480,13480,4
2481,13481,4
2482,13482,5
2483,13483,0
2484,13484,1
2485,13485,0
2486,13486,5
2487,13487,4
2488,13488,1
2489,13489,3
2490,13490,1
2491,13491,6
2492,13492,0
2493,13493,6
2494,13494,6
2495,13495,1
2496,13496,4
2497,13497,2
2498,13498,3
2499,13499,6
2500,13500,1
2501,13501,4
2502,13502,5
2503,13503,2
2504,13504,1
2505,13505,6
2506,13506,2
2507,13507,0
2508,13508,6
2509,13509,1
2510,13510,5
2511,13511,1
2512,13512,1
2513,13513,0
2514,13514,5
2515,13515,1
2516,13516,2
2517,13517,4
2518,13518,1
2519,13519,0
2520,13520,6
2521,13521,5
2522,13522,1
2523,13523,5
2524,13524,3
2525,13525,6
2526,13526,6
2527,13527,6
2528,13528,5
2529,13529,3
2530,13530,3
2531,13531,6
2532,13532,1
2533,13533,6
2534,13534,2
2535,13535,6
2536,13536,6
2537,13537,1
2538,13538,6
2539,13539,6
2540,13540,6
2541,13541,2
2542,13542,0
2543,13543,6
2544,13544,1
2545,13545,3
2546,13546,5
2547,13547,6
2548,13548,5
2549,13549,1
2550,13550,6
2551,13551,6
2552,13552,6
2553,13553,6
2554,13554,4
2555,13555,1
2556,13556,6
2557,13557,5
2558,13558,6
2559,13559,6
2560,13560,3
2561,13561,6
2562,13562,6
2563,13563,2
2564,13564,0
2565,13565,6
2566,13566,6
2567,13567,2
2568,13568,3
2569,13569,4
2570,13570,6
2571,13571,6
2572,13572,4
2573,13573,2
2574,13574,6
2575,13575,4
2576,13576,0
2577,13577,0
2578,13578,5
2579,13579,6
2580,13580,4
2581,13581,4
2582,13582,0
2583,13583,2
2584,13584,6
2585,13585,2
2586,13586,1
2587,13587,6
2588,13588,1
2589,13589,1
2590,13590,5
2591,13591,5
2592,13592,5
2593,13593,1
2594,13594,6
2595,13595,5
2596,13596,6
2597,13597,4
2598,13598,6
2599,13599,5
2600,13600,5
2601,13601,5
2602,13602,5
2603,13603,0
2604,13604,0
2605,13605,0
2606,13606,6
2607,13607,5
2608,13608,0
2609,13609,6
2610,13610,2
2611,13611,2
2612,13612,2
2613,13613,0
2614,13614,6
2615,13615,5
2616,13616,5
2617,13617,5
2618,13618,6
2619,13619,6
2620,13620,2
2621,13621,2
2622,13622,1
2623,13623,5
2624,13624,2
2625,13625,6
2626,13626,4
2627,13627,6
2628,13628,1
2629,13629,1
2630,13630,2
2631,13631,6
2632,13632,5
2633,13633,2
2634,13634,5
2635,13635,5
2636,13636,1
2637,13637,1
2638,13638,6
2639,13639,2
2640,13640,2
2641,13641,0
2642,13642,3
2643,13643,2
2644,13644,0
2645,13645,2
2646,13646,6
2647,13647,2
2648,13648,6
2649,13649,2
2650,13650,0
2651,13651,3
2652,13652,5
2653,13653,2
2654,13654,2
2655,13655,4
2656,13656,4
2657,13657,2
2658,13658,2
2659,13659,4
2660,13660,5
2661,13661,0
2662,13662,2
2663,13663,2
2664,13664,2
2665,13665,2
2666,13666,6
2667,13667,4
2668,13668,2
2669,13669,6
2670,13670,2
2671,13671,1
2672,13672,0
2673,13673,4
2674,13674,5
2675,13675,1
2676,13676,6
2677,13677,5
2678,13678,0
2679,13679,5
2680,13680,6
2681,13681,5
2682,13682,0
2683,13683,0
2684,13684,0
2685,13685,5
2686,13686,6
2687,13687,0
2688,13688,4
2689,13689,2
2690,13690,0
2691,13691,1
2692,13692,0
2693,13693,4
2694,13694,0
2695,13695,5
2696,13696,6
2697,13697,6
2698,13698,1
2699,13699,1
2700,13700,0
2701,13701,2
2702,13702,1
2703,13703,1
2704,13704,0
2705,13705,6
2706,13706,6
2707,13707,6
2708,13708,0
2709,13709,2
2710,13710,0
2711,13711,3
2712,13712,0
2713,13713,6
2714,13714,6
2715,13715,6
2716,13716,5
2717,13717,5
2718,13718,6
2719,13719,0
2720,13720,2
2721,13721,6
2722,13722,0
2723,13723,2
2724,13724,0
2725,13725,2
2726,13726,2
2727,13727,6
2728,13728,2
2729,13729,4
2730,13730,0
2731,13731,6
2732,13732,1
2733,13733,0
2734,13734,0
2735,13735,5
2736,13736,5
2737,13737,6
2738,13738,6
2739,13739,2
2740,13740,6
2741,13741,5
2742,13742,2
2743,13743,3
2744,13744,0
2745,13745,1
2746,13746,5
2747,13747,1
2748,13748,6
2749,13749,6
2750,13750,6
2751,13751,3
2752,13752,0
2753,13753,0
2754,13754,1
2755,13755,6
2756,13756,6
2757,13757,6
2758,13758,6
2759,13759,0
2760,13760,5
2761,13761,2
2762,13762,2
2763,13763,2
2764,13764,6
2765,13765,6
2766,13766,3
2767,13767,0
2768,13768,3
2769,13769,4
2770,13770,2
2771,13771,2
2772,13772,6
2773,13773,5
2774,13774,6
2775,13775,6
2776,13776,4
2777,13777,2
2778,13778,4
2779,13779,2
2780,13780,0
2781,13781,6
2782,13782,2
2783,13783,2
2784,13784,6
2785,13785,5
2786,13786,6
2787,13787,6
2788,13788,3
2789,13789,6
2790,13790,6
2791,13791,0
2792,13792,0
2793,13793,5
2794,13794,6
2795,13795,6
2796,13796,0
2797,13797,2
2798,13798,1
2799,13799,6
2800,13800,6
2801,13801,0
2802,13802,6
2803,13803,6
2804,13804,0
2805,13805,1
2806,13806,6
2807,13807,0
2808,13808,0
2809,13809,0
2810,13810,1
2811,13811,6
2812,13812,6
2813,13813,6
2814,13814,1
2815,13815,6
2816,13816,6
2817,13817,5
2818,13818,6
2819,13819,5
2820,13820,6
2821,13821,6
2822,13822,6
2823,13823,2
2824,13824,2
2825,13825,5
2826,13826,6
2827,13827,2
2828,13828,5
2829,13829,6
2830,13830,6
2831,13831,2
2832,13832,2
2833,13833,0
2834,13834,6
2835,13835,6
2836,13836,2
2837,13837,2
2838,13838,3
2839,13839,1
2840,13840,6
2841,13841,0
2842,13842,0
2843,13843,3
2844,13844,6
2845,13845,6
2846,13846,5
2847,13847,5
2848,13848,5
2849,13849,6
2850,13850,2
2851,13851,3
2852,13852,6
2853,13853,0
2854,13854,3
2855,13855,1
2856,13856,6
2857,13857,3
2858,13858,6
2859,13859,3
2860,13860,6
2861,13861,6
2862,13862,6
2863,13863,2
2864,13864,2
2865,13865,3
2866,13866,6
2867,13867,6
2868,13868,5
2869,13869,0
2870,13870,5
2871,13871,6
2872,13872,3
2873,13873,6
2874,13874,0
2875,13875,0
2876,13876,5
2877,13877,3
2878,13878,6
2879,13879,6
2880,13880,6
2881,13881,3
2882,13882,0
2883,13883,2
2884,13884,6
2885,13885,6
2886,13886,5
2887,13887,1
2888,13888,6
2889,13889,6
2890,13890,6
2891,13891,3
2892,13892,6
2893,13893,6
2894,13894,6
2895,13895,6
2896,13896,6
2897,13897,5
2898,13898,0
2899,13899,3
2900,13900,0
2901,13901,6
2902,13902,6
2903,13903,6
2904,13904,1
2905,13905,0
2906,13906,6
2907,13907,6
2908,13908,3
2909,13909,6
2910,13910,0
2911,13911,2
2912,13912,2
2913,13913,3
2914,13914,6
2915,13915,0
2916,13916,6
2917,13917,2
2918,13918,2
2919,13919,3
2920,13920,6
2921,13921,6
2922,13922,5
2923,13923,2
2924,13924,6
2925,13925,6
2926,13926,0
2927,13927,0
2928,13928,1
2929,13929,3
2930,13930,1
2931,13931,6
2932,13932,2
2933,13933,6
2934,13934,6
2935,13935,6
2936,13936,2
2937,13937,6
2938,13938,5
2939,13939,6
2940,13940,6
2941,13941,3
2942,13942,6
2943,13943,6
2944,13944,5
2945,13945,5
2946,13946,6
2947,13947,6
2948,13948,0
2949,13949,2
2950,13950,0
2951,13951,6
2952,13952,6
2953,13953,0
2954,13954,3
2955,13955,5
2956,13956,6
2957,13957,6
2958,13958,4
2959,13959,0
2960,13960,3
2961,13961,0
2962,13962,6
2963,13963,6
2964,13964,6
2965,13965,6
2966,13966,6
2967,13967,2
2968,13968,2
2969,13969,6
2970,13970,0
2971,13971,6
2972,13972,6
2973,13973,4
2974,13974,0
2975,13975,2
2976,13976,6
2977,13977,5
2978,13978,0
2979,13979,4
2980,13980,2
2981,13981,5
2982,13982,0
2983,13983,2
2984,13984,1
2985,13985,1
2986,13986,6
2987,13987,6
2988,13988,2
2989,13989,0
2990,13990,3
2991,13991,6
2992,13992,6
2993,13993,6
2994,13994,6
2995,13995,6
2996,13996,6
2997,13997,6
2998,13998,2
2999,13999,0
3000,14000,5
3001,14001,6
3002,14002,2
3003,14003,6
3004,14004,2
3005,14005,6
3006,14006,6
3007,14007,6
3008,14008,5
3009,14009,6
3010,14010,4
3011,14011,0
3012,14012,1
3013,14013,2
3014,14014,6
3015,14015,0
3016,14016,2
3017,14017,5
3018,14018,0
3019,14019,3
3020,14020,4
3021,14021,0
3022,14022,6
3023,14023,5
3024,14024,2
3025,14025,5
3026,14026,5
3027,14027,3
3028,14028,2
3029,14029,2
3030,14030,3
3031,14031,3
3032,14032,6
3033,14033,3
3034,14034,3
3035,14035,2
3036,14036,6
3037,14037,5
3038,14038,0
3039,14039,0
3040,14040,6
3041,14041,3
3042,14042,2
3043,14043,2
3044,14044,5
3045,14045,5
3046,14046,6
3047,14047,6
3048,14048,0
3049,14049,3
3050,14050,2
3051,14051,6
3052,14052,5
3053,14053,5
3054,14054,6
3055,14055,6
3056,14056,3
3057,14057,0
3058,14058,6
3059,14059,6
3060,14060,5
3061,14061,3
3062,14062,6
3063,14063,6
3064,14064,6
3065,14065,5
3066,14066,6
3067,14067,3
3068,14068,3
3069,14069,6
3070,14070,6
3071,14071,6
3072,14072,6
3073,14073,6
3074,14074,5
3075,14075,6
3076,14076,6
3077,14077,6
3078,14078,3
3079,14079,3
3080,14080,6
3081,14081,5
3082,14082,5
3083,14083,3
3084,14084,5
3085,14085,6
3086,14086,6
3087,14087,6
3088,14088,0
3089,14089,6
3090,14090,5
3091,14091,2
3092,14092,5
3093,14093,5
3094,14094,6
3095,14095,6
3096,14096,6
3097,14097,6
3098,14098,0
3099,14099,5
3100,14100,3
3101,14101,6
3102,14102,6
3103,14103,6
3104,14104,3
3105,14105,3
3106,14106,3
3107,14107,6
3108,14108,6
3109,14109,6
3110,14110,0
3111,14111,6
3112,14112,6
3113,14113,6
3114,14114,2
3115,14115,5
3116,14116,6
3117,14117,1
3118,14118,1
3119,14119,3
3120,14120,3
3121,14121,6
3122,14122,0
3123,14123,3
3124,14124,3
3125,14125,0
3126,14126,6
3127,14127,6
3128,14128,3
3129,14129,5
3130,14130,5
3131,14131,6
3132,14132,3
3133,14133,3
3134,14134,5
3135,14135,6
3136,14136,3
3137,14137,5
3138,14138,5
3139,14139,2
3140,14140,5
3141,14141,0
3142,14142,6
3143,14143,6
3144,14144,6
3145,14145,6
3146,14146,6
3147,14147,3
3148,14148,1
3149,14149,6
3150,14150,3
3151,14151,0
3152,14152,6
3153,14153,1
3154,14154,2
3155,14155,6
3156,14156,6
3157,14157,5
3158,14158,6
3159,14159,6
3160,14160,6
3161,14161,6
3162,14162,0
3163,14163,3
3164,14164,5
3165,14165,2
3166,14166,0
3167,14167,0
3168,14168,6
3169,14169,5
3170,14170,5
3171,14171,6
3172,14172,6
3173,14173,4
3174,14174,0
3175,14175,0
3176,14176,5
3177,14177,6
3178,14178,2
3179,14179,6
3180,14180,6
3181,14181,6
3182,14182,0
3183,14183,5
3184,14184,0
3185,14185,5
3186,14186,2
3187,14187,0
3188,14188,2
3189,14189,6
3190,14190,4
3191,14191,6
3192,14192,0
3193,14193,0
3194,14194,0
3195,14195,1
3196,14196,0
3197,14197,6
3198,14198,6
3199,14199,0
3200,14200,0
3201,14201,6
3202,14202,6
3203,14203,2
3204,14204,2
3205,14205,5
3206,14206,6
3207,14207,1
3208,14208,0
3209,14209,2
3210,14210,1
3211,14211,2
3212,14212,2
3213,14213,2
3214,14214,5
3215,14215,2
3216,14216,2
3217,14217,0
3218,14218,6
3219,14219,6
3220,14220,6
3221,14221,3
3222,14222,0
3223,14223,6
3224,14224,3
3225,14225,6
3226,14226,0
3227,14227,5
3228,14228,6
3229,14229,4
3230,14230,0
3231,14231,1
3232,14232,6
3233,14233,2
3234,14234,6
3235,14235,0
3236,14236,5
3237,14237,2
3238,14238,0
3239,14239,2
3240,14240,1
3241,14241,2
3242,14242,6
3243,14243,6
3244,14244,6
3245,14245,0
3246,14246,6
3247,14247,0
3248,14248,1
3249,14249,6
3250,14250,0
3251,14251,6
3252,14252,6
3253,14253,6
3254,14254,2
3255,14255,6
3256,14256,6
3257,14257,6
3258,14258,6
3259,14259,5
3260,14260,2
3261,14261,5
3262,14262,6
3263,14263,1
3264,14264,3
3265,14265,5
3266,14266,6
3267,14267,6
3268,14268,6
3269,14269,6
3270,14270,6
3271,14271,5
3272,14272,6
3273,14273,6
3274,14274,6
3275,14275,2
3276,14276,5
3277,14277,6
3278,14278,6
3279,14279,6
3280,14280,1
3281,14281,2
3282,14282,2
3283,14283,6
3284,14284,2
3285,14285,6
3286,14286,2
3287,14287,6
3288,14288,2
3289,14289,1
3290,14290,2
3291,14291,2
3292,14292,5
3293,14293,6
3294,14294,6
3295,14295,5
3296,14296,2
3297,14297,2
3298,14298,5
3299,14299,6
3300,14300,6
3301,14301,6
3302,14302,0
3303,14303,6
3304,14304,2
3305,14305,0
3306,14306,2
3307,14307,0
3308,14308,0
3309,14309,0
3310,14310,0
3311,14311,6
3312,14312,2
3313,14313,5
3314,14314,6
3315,14315,3
3316,14316,6
3317,14317,5
3318,14318,2
3319,14319,0
3320,14320,0
3321,14321,4
3322,14322,1
3323,14323,6
3324,14324,1
3325,14325,6
3326,14326,6
3327,14327,6
3328,14328,6
3329,14329,6
3330,14330,3
3331,14331,2
3332,14332,6
3333,14333,6
3334,14334,6
3335,14335,2
3336,14336,3
3337,14337,5
3338,14338,6
3339,14339,6
3340,14340,0
3341,14341,6
3342,14342,3
3343,14343,6
3344,14344,6
3345,14345,3
3346,14346,1
3347,14347,6
3348,14348,6
3349,14349,3
3350,14350,6
3351,14351,6
3352,14352,0
3353,14353,3
3354,14354,2
3355,14355,5
3356,14356,6
3357,14357,0
3358,14358,6
3359,14359,2
3360,14360,6
3361,14361,4
3362,14362,6
3363,14363,0
3364,14364,6
3365,14365,3
3366,14366,5
3367,14367,5
3368,14368,3
3369,14369,0
3370,14370,5
3371,14371,1
3372,14372,2
3373,14373,3
3374,14374,5
3375,14375,2
3376,14376,6
3377,14377,4
3378,14378,5
3379,14379,5
3380,14380,2
3381,14381,0
3382,14382,6
3383,14383,3
3384,14384,5
3385,14385,5
3386,14386,0
3387,14387,6
3388,14388,2
3389,14389,6
3390,14390,6
3391,14391,0
3392,14392,1
3393,14393,6
3394,14394,5
3395,14395,3
3396,14396,0
3397,14397,5
3398,14398,5
3399,14399,0
3400,14400,0
3401,14401,6
3402,14402,6
3403,14403,6
3404,14404,2
3405,14405,2
3406,14406,0
3407,14407,3
3408,14408,0
3409,14409,5
3410,14410,6
3411,14411,3
3412,14412,0
3413,14413,0
3414,14414,1
3415,14415,6
3416,14416,6
3417,14417,6
3418,14418,6
3419,14419,6
3420,14420,0
3421,14421,2
3422,14422,6
3423,14423,6
3424,14424,5
3425,14425,5
3426,14426,0
3427,14427,6
3428,14428,0
3429,14429,3
3430,14430,2
3431,14431,6
3432,14432,6
3433,14433,0
3434,14434,6
3435,14435,3
3436,14436,6
3437,14437,0
3438,14438,6
3439,14439,6
3440,14440,6
3441,14441,2
3442,14442,6
3443,14443,6
3444,14444,5
3445,14445,6
3446,14446,2
3447,14447,2
3448,14448,0
3449,14449,6
3450,14450,0
3451,14451,5
3452,14452,6
3453,14453,0
3454,14454,2
3455,14455,6
3456,14456,6
3457,14457,6
3458,14458,2
3459,14459,6
3460,14460,6
3461,14461,2
3462,14462,3
3463,14463,6
3464,14464,6
3465,14465,0
3466,14466,0
3467,14467,6
3468,14468,2
3469,14469,6
3470,14470,2
3471,14471,6
3472,14472,1
3473,14473,5
3474,14474,6
3475,14475,0
3476,14476,6
3477,14477,0
3478,14478,6
3479,14479,6
3480,14480,6
3481,14481,6
3482,14482,2
3483,14483,5
3484,14484,0
3485,14485,0
3486,14486,6
3487,14487,5
3488,14488,6
3489,14489,6
3490,14490,5
3491,14491,1
3492,14492,6
3493,14493,6
3494,14494,0
3495,14495,5
3496,14496,0
3497,14497,2
3498,14498,6
3499,14499,2
3500,14500,0
3501,14501,5
3502,14502,2
3503,14503,6
3504,14504,2
3505,14505,2
3506,14506,2
3507,14507,5
3508,14508,1
3509,14509,4
3510,14510,2
3511,14511,5
3512,14512,0
3513,14513,1
3514,14514,6
3515,14515,1
3516,14516,6
3517,14517,6
3518,14518,5
3519,14519,5
3520,14520,2
3521,14521,0
3522,14522,0
3523,14523,0
3524,14524,0
3525,14525,2
3526,14526,6
3527,14527,6
3528,14528,6
3529,14529,6
3530,14530,6
3531,14531,6
3532,14532,6
3533,14533,6
3534,14534,6
3535,14535,0
3536,14536,0
3537,14537,1
3538,14538,6
3539,14539,5
3540,14540,6
3541,14541,6
3542,14542,6
3543,14543,6
3544,14544,6
3545,14545,6
3546,14546,6
3547,14547,6
3548,14548,6
3549,14549,6
3550,14550,6
3551,14551,6
3552,14552,6
3553,14553,6
3554,14554,6
3555,14555,0
3556,14556,6
3557,14557,6
3558,14558,6
3559,14559,6
3560,14560,6
3561,14561,6
3562,14562,6
3563,14563,3
3564,14564,3
3565,14565,3
3566,14566,6
3567,14567,1
3568,14568,6
3569,14569,5
3570,14570,6
3571,14571,3
3572,14572,6
3573,14573,6
3574,14574,6
3575,14575,6
3576,14576,3
3577,14577,5
3578,14578,5
3579,14579,6
3580,14580,6
3581,14581,5
3582,14582,0
3583,14583,6
3584,14584,5
3585,14585,3
3586,14586,5
3587,14587,1
3588,14588,5
3589,14589,6
3590,14590,6
3591,14591,2
3592,14592,3
3593,14593,4
3594,14594,2
3595,14595,0
3596,14596,2
3597,14597,0
3598,14598,6
3599,14599,2
3600,14600,0
3601,14601,2
3602,14602,6
3603,14603,6
3604,14604,6
3605,14605,0
3606,14606,2
3607,14607,5
3608,14608,0
3609,14609,6
3610,14610,5
3611,14611,1
3612,14612,5
3613,14613,0
3614,14614,2
3615,14615,0
3616,14616,0
3617,14617,5
3618,14618,0
3619,14619,0
3620,14620,2
3621,14621,0
